Measurement Time,Port 1 MPS-1 Water Potential Potential kPa,Port 2 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 3 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 4 MPS-1 Water Potential Potential kPa
01 Aug 2012 10:30 AM,-29,0.217,0.342,-21
01 Aug 2012 11:00 AM,-30,0.214,0.342,-21
01 Aug 2012 11:30 AM,-30,0.213,0.342,-21
01 Aug 2012 12:00 PM,-31,0.21,0.341,-21
01 Aug 2012 12:30 PM,-31,0.208,0.341,-21
01 Aug 2012 01:00 PM,-31,0.206,0.34,-21
01 Aug 2012 01:30 PM,-32,0.203,0.34,-21
01 Aug 2012 02:00 PM,-32,0.202,0.339,-21
01 Aug 2012 02:30 PM,-33,0.2,0.338,-21
01 Aug 2012 03:00 PM,-33,0.198,0.338,-22
01 Aug 2012 03:30 PM,-34,0.197,0.338,-22
01 Aug 2012 04:00 PM,-34,0.196,0.338,-22
01 Aug 2012 04:30 PM,-35,0.194,0.338,-22
01 Aug 2012 05:00 PM,-35,0.192,0.337,-22
01 Aug 2012 05:30 PM,-36,0.191,0.336,-22
01 Aug 2012 06:00 PM,-36,0.19,0.336,-23
01 Aug 2012 06:30 PM,-36,0.19,0.335,-23
01 Aug 2012 07:00 PM,-36,0.189,0.335,-23
01 Aug 2012 07:30 PM,-37,0.189,0.335,-23
01 Aug 2012 08:00 PM,-37,0.189,0.335,-23
01 Aug 2012 08:30 PM,-37,0.189,0.334,-23
01 Aug 2012 09:00 PM,-37,0.189,0.334,-23
01 Aug 2012 09:30 PM,-37,0.189,0.334,-24
01 Aug 2012 10:00 PM,-37,0.189,0.333,-24
01 Aug 2012 10:30 PM,-37,0.189,0.333,-24
01 Aug 2012 11:00 PM,-37,0.189,0.333,-24
01 Aug 2012 11:30 PM,-37,0.189,0.333,-24
02 Aug 2012 12:00 AM,-37,0.189,0.332,-24
02 Aug 2012 12:30 AM,-37,0.19,0.332,-24
02 Aug 2012 01:00 AM,-37,0.19,0.332,-25
02 Aug 2012 01:30 AM,-37,0.19,0.332,-25
02 Aug 2012 02:00 AM,-37,0.19,0.332,-25
02 Aug 2012 02:30 AM,-37,0.19,0.332,-25
02 Aug 2012 03:00 AM,-37,0.19,0.332,-25
02 Aug 2012 03:30 AM,-37,0.19,0.332,-25
02 Aug 2012 04:00 AM,-37,0.19,0.332,-26
02 Aug 2012 04:30 AM,-37,0.19,0.331,-26
02 Aug 2012 05:00 AM,-37,0.19,0.331,-26
02 Aug 2012 05:30 AM,-37,0.19,0.331,-26
02 Aug 2012 06:00 AM,-37,0.19,0.331,-26
02 Aug 2012 06:30 AM,-37,0.19,0.33,-26
02 Aug 2012 07:00 AM,-37,0.19,0.33,-26
02 Aug 2012 07:30 AM,-37,0.19,0.33,-26
02 Aug 2012 08:00 AM,-37,0.19,0.33,-26
02 Aug 2012 08:30 AM,-37,0.189,0.329,-27
02 Aug 2012 09:00 AM,-38,0.189,0.329,-27
02 Aug 2012 09:30 AM,-38,0.187,0.329,-27
02 Aug 2012 10:00 AM,-38,0.186,0.328,-27
02 Aug 2012 10:30 AM,-38,0.185,0.328,-27
02 Aug 2012 11:00 AM,-39,0.183,0.328,-27
02 Aug 2012 11:30 AM,-40,0.182,0.328,-28
02 Aug 2012 12:00 PM,-40,0.179,0.327,-28
02 Aug 2012 12:30 PM,-41,0.178,0.326,-28
02 Aug 2012 01:00 PM,-41,0.176,0.326,-28
02 Aug 2012 01:30 PM,-41,0.174,0.326,-28
02 Aug 2012 02:00 PM,-41,0.172,0.325,-29
02 Aug 2012 02:30 PM,-42,0.171,0.325,-29
02 Aug 2012 03:00 PM,-43,0.169,0.325,-29
02 Aug 2012 03:30 PM,-43,0.169,0.324,-30
02 Aug 2012 04:00 PM,-44,0.168,0.323,-30
02 Aug 2012 04:30 PM,-44,0.166,0.322,-31
02 Aug 2012 05:00 PM,-45,0.165,0.322,-31
02 Aug 2012 05:30 PM,-45,0.165,0.321,-31
02 Aug 2012 06:00 PM,-46,0.164,0.321,-31
02 Aug 2012 06:30 PM,-46,0.164,0.321,-31
02 Aug 2012 07:00 PM,-46,0.164,0.321,-32
02 Aug 2012 07:30 PM,-46,0.164,0.321,-32
02 Aug 2012 08:00 PM,-46,0.164,0.321,-32
02 Aug 2012 08:30 PM,-46,0.164,0.32,-32
02 Aug 2012 09:00 PM,-46,0.164,0.32,-32
02 Aug 2012 09:30 PM,-46,0.164,0.32,-33
02 Aug 2012 10:00 PM,-47,0.164,0.32,-33
02 Aug 2012 10:30 PM,-46,0.164,0.319,-33
02 Aug 2012 11:00 PM,-46,0.164,0.319,-33
02 Aug 2012 11:30 PM,-47,0.164,0.319,-33
03 Aug 2012 12:00 AM,-46,0.164,0.318,-33
03 Aug 2012 12:30 AM,-47,0.164,0.318,-34
03 Aug 2012 01:00 AM,-47,0.164,0.318,-34
03 Aug 2012 01:30 AM,-47,0.164,0.318,-34
03 Aug 2012 02:00 AM,-47,0.165,0.318,-34
03 Aug 2012 02:30 AM,-47,0.165,0.318,-34
03 Aug 2012 03:00 AM,-46,0.165,0.318,-35
03 Aug 2012 03:30 AM,-47,0.165,0.317,-35
03 Aug 2012 04:00 AM,-47,0.165,0.317,-35
03 Aug 2012 04:30 AM,-47,0.165,0.317,-35
03 Aug 2012 05:00 AM,-47,0.165,0.316,-35
03 Aug 2012 05:30 AM,-47,0.165,0.316,-36
03 Aug 2012 06:00 AM,-47,0.165,0.316,-36
03 Aug 2012 06:30 AM,-47,0.165,0.316,-36
03 Aug 2012 07:00 AM,-47,0.165,0.316,-36
03 Aug 2012 07:30 AM,-47,0.165,0.315,-36
03 Aug 2012 08:00 AM,-47,0.165,0.315,-36
03 Aug 2012 08:30 AM,-47,0.164,0.315,-37
03 Aug 2012 09:00 AM,-47,0.164,0.315,-37
03 Aug 2012 09:30 AM,-47,0.162,0.315,-37
03 Aug 2012 10:00 AM,-47,0.162,0.315,-37
03 Aug 2012 10:30 AM,-48,0.162,0.314,-38
03 Aug 2012 11:00 AM,-48,0.16,0.313,-38
03 Aug 2012 11:30 AM,-49,0.159,0.313,-38
03 Aug 2012 12:00 PM,-49,0.158,0.312,-38
03 Aug 2012 12:30 PM,-49,0.156,0.311,-39
03 Aug 2012 01:00 PM,-50,0.155,0.311,-39
03 Aug 2012 01:30 PM,-51,0.152,0.31,-39
03 Aug 2012 02:00 PM,-51,0.152,0.31,-40
03 Aug 2012 02:30 PM,-51,0.151,0.31,-40
03 Aug 2012 03:00 PM,-52,0.151,0.309,-40
03 Aug 2012 03:30 PM,-53,0.149,0.308,-41
03 Aug 2012 04:00 PM,-52,0.149,0.308,-41
03 Aug 2012 04:30 PM,-53,0.147,0.308,-42
03 Aug 2012 05:00 PM,-54,0.145,0.306,-42
03 Aug 2012 05:30 PM,-54,0.145,0.306,-42
03 Aug 2012 06:00 PM,-55,0.145,0.305,-42
03 Aug 2012 06:30 PM,-55,0.144,0.305,-43
03 Aug 2012 07:00 PM,-55,0.144,0.304,-43
03 Aug 2012 07:30 PM,-56,0.144,0.304,-43
03 Aug 2012 08:00 PM,-56,0.144,0.304,-43
03 Aug 2012 08:30 PM,-57,0.144,0.304,-43
03 Aug 2012 09:00 PM,-57,0.144,0.304,-44
03 Aug 2012 09:30 PM,-57,0.144,0.304,-44
03 Aug 2012 10:00 PM,-57,0.145,0.304,-44
03 Aug 2012 10:30 PM,-57,0.145,0.303,-44
03 Aug 2012 11:00 PM,-57,0.145,0.303,-44
03 Aug 2012 11:30 PM,-57,0.145,0.303,-44
04 Aug 2012 12:00 AM,-57,0.145,0.303,-45
04 Aug 2012 12:30 AM,-57,0.145,0.302,-45
04 Aug 2012 01:00 AM,-57,0.145,0.302,-45
04 Aug 2012 01:30 AM,-57,0.145,0.302,-45
04 Aug 2012 02:00 AM,-57,0.145,0.302,-46
04 Aug 2012 02:30 AM,-57,0.145,0.302,-46
04 Aug 2012 03:00 AM,-57,0.145,0.301,-46
04 Aug 2012 03:30 AM,-57,0.145,0.301,-46
04 Aug 2012 04:00 AM,-57,0.145,0.301,-46
04 Aug 2012 04:30 AM,-57,0.144,0.301,-46
04 Aug 2012 05:00 AM,-57,0.144,0.301,-46
04 Aug 2012 05:30 AM,-57,0.144,0.301,-46
04 Aug 2012 06:00 AM,-57,0.144,0.301,-47
04 Aug 2012 06:30 AM,-57,0.144,0.301,-47
04 Aug 2012 07:00 AM,-57,0.144,0.3,-47
04 Aug 2012 07:30 AM,-57,0.144,0.3,-47
04 Aug 2012 08:00 AM,-57,0.144,0.3,-47
04 Aug 2012 08:30 AM,-57,0.143,0.3,-48
04 Aug 2012 09:00 AM,-57,0.142,0.299,-48
04 Aug 2012 09:30 AM,-57,0.142,0.298,-48
04 Aug 2012 10:00 AM,-57,0.141,0.298,-48
04 Aug 2012 10:30 AM,-58,0.14,0.298,-48
04 Aug 2012 11:00 AM,-59,0.139,0.298,-49
04 Aug 2012 11:30 AM,-59,0.138,0.296,-49
04 Aug 2012 12:00 PM,-59,0.137,0.295,-49
04 Aug 2012 12:30 PM,-60,0.135,0.295,-49
04 Aug 2012 01:00 PM,-60,0.134,0.294,-50
04 Aug 2012 01:30 PM,-61,0.133,0.294,-50
04 Aug 2012 02:00 PM,-61,0.132,0.292,-51
04 Aug 2012 02:30 PM,-61,0.131,0.292,-52
04 Aug 2012 03:00 PM,-62,0.13,0.292,-52
04 Aug 2012 03:30 PM,-62,0.129,0.291,-52
04 Aug 2012 04:00 PM,-63,0.128,0.29,-52
04 Aug 2012 04:30 PM,-64,0.127,0.289,-53
04 Aug 2012 05:00 PM,-64,0.127,0.288,-53
04 Aug 2012 05:30 PM,-65,0.126,0.288,-54
04 Aug 2012 06:00 PM,-65,0.125,0.287,-54
04 Aug 2012 06:30 PM,-65,0.125,0.287,-54
04 Aug 2012 07:00 PM,-66,0.125,0.287,-54
04 Aug 2012 07:30 PM,-67,0.125,0.287,-55
04 Aug 2012 08:00 PM,-66,0.125,0.286,-55
04 Aug 2012 08:30 PM,-67,0.125,0.286,-55
04 Aug 2012 09:00 PM,-67,0.125,0.285,-55
04 Aug 2012 09:30 PM,-67,0.125,0.285,-55
04 Aug 2012 10:00 PM,-67,0.125,0.285,-55
04 Aug 2012 10:30 PM,-67,0.125,0.285,-55
04 Aug 2012 11:00 PM,-68,0.125,0.284,-55
04 Aug 2012 11:30 PM,-68,0.125,0.284,-55
05 Aug 2012 12:00 AM,-68,0.125,0.284,-56
05 Aug 2012 12:30 AM,-68,0.125,0.284,-55
05 Aug 2012 01:00 AM,-68,0.125,0.284,-56
05 Aug 2012 01:30 AM,-68,0.125,0.284,-56
05 Aug 2012 02:00 AM,-68,0.125,0.284,-56
05 Aug 2012 02:30 AM,-68,0.125,0.284,-57
05 Aug 2012 03:00 AM,-68,0.125,0.284,-57
05 Aug 2012 03:30 AM,-68,0.125,0.283,-57
05 Aug 2012 04:00 AM,-69,0.125,0.283,-57
05 Aug 2012 04:30 AM,-68,0.125,0.283,-57
05 Aug 2012 05:00 AM,-68,0.125,0.283,-57
05 Aug 2012 05:30 AM,-68,0.125,0.283,-57
05 Aug 2012 06:00 AM,-69,0.125,0.283,-57
05 Aug 2012 06:30 AM,-69,0.125,0.283,-58
05 Aug 2012 07:00 AM,-68,0.125,0.283,-58
05 Aug 2012 07:30 AM,-68,0.125,0.282,-58
05 Aug 2012 08:00 AM,-69,0.125,0.282,-58
05 Aug 2012 08:30 AM,-68,0.125,0.282,-58
05 Aug 2012 09:00 AM,-68,0.125,0.282,-58
05 Aug 2012 09:30 AM,-68,0.125,0.281,-58
05 Aug 2012 10:00 AM,-69,0.125,0.281,-59
05 Aug 2012 10:30 AM,-69,0.124,0.281,-59
05 Aug 2012 11:00 AM,-69,0.123,0.281,-59
05 Aug 2012 11:30 AM,-69,0.123,0.28,-59
05 Aug 2012 12:00 PM,-70,0.122,0.279,-59
05 Aug 2012 12:30 PM,-70,0.122,0.278,-60
05 Aug 2012 01:00 PM,-71,0.121,0.277,-60
05 Aug 2012 01:30 PM,-71,0.12,0.276,-60
05 Aug 2012 02:00 PM,-71,0.119,0.275,-61
05 Aug 2012 02:30 PM,-71,0.118,0.275,-61
05 Aug 2012 03:00 PM,-72,0.118,0.273,-62
05 Aug 2012 03:30 PM,-72,0.117,0.272,-62
05 Aug 2012 04:00 PM,-72,0.117,0.271,-63
05 Aug 2012 04:30 PM,-73,0.117,0.271,-63
05 Aug 2012 05:00 PM,-73,0.115,0.27,-64
05 Aug 2012 05:30 PM,-74,0.115,0.269,-64
05 Aug 2012 06:00 PM,-74,0.115,0.268,-64
05 Aug 2012 06:30 PM,-74,0.115,0.268,-64
05 Aug 2012 07:00 PM,-75,0.114,0.267,-64
05 Aug 2012 07:30 PM,-76,0.114,0.266,-65
05 Aug 2012 08:00 PM,-76,0.114,0.266,-65
05 Aug 2012 08:30 PM,-76,0.114,0.265,-65
05 Aug 2012 09:00 PM,-76,0.115,0.264,-65
05 Aug 2012 09:30 PM,-77,0.115,0.264,-65
05 Aug 2012 10:00 PM,-77,0.115,0.264,-65
05 Aug 2012 10:30 PM,-77,0.115,0.264,-66
05 Aug 2012 11:00 PM,-77,0.115,0.264,-66
05 Aug 2012 11:30 PM,-77,0.115,0.264,-66
06 Aug 2012 12:00 AM,-77,0.115,0.264,-66
06 Aug 2012 12:30 AM,-77,0.115,0.264,-66
06 Aug 2012 01:00 AM,-77,0.115,0.264,-66
06 Aug 2012 01:30 AM,-77,0.115,0.264,-67
06 Aug 2012 02:00 AM,-77,0.115,0.264,-66
06 Aug 2012 02:30 AM,-77,0.115,0.263,-67
06 Aug 2012 03:00 AM,-78,0.115,0.263,-67
06 Aug 2012 03:30 AM,-78,0.115,0.263,-67
06 Aug 2012 04:00 AM,-78,0.115,0.262,-67
06 Aug 2012 04:30 AM,-77,0.115,0.262,-67
06 Aug 2012 05:00 AM,-78,0.115,0.262,-67
06 Aug 2012 05:30 AM,-78,0.115,0.261,-68
06 Aug 2012 06:00 AM,-78,0.115,0.261,-68
06 Aug 2012 06:30 AM,-77,0.115,0.261,-68
06 Aug 2012 07:00 AM,-77,0.115,0.261,-68
06 Aug 2012 07:30 AM,-78,0.115,0.261,-69
06 Aug 2012 08:00 AM,-78,0.115,0.261,-68
06 Aug 2012 08:30 AM,-78,0.115,0.261,-69
06 Aug 2012 09:00 AM,-78,0.114,0.26,-69
06 Aug 2012 09:30 AM,-78,0.114,0.26,-69
06 Aug 2012 10:00 AM,-78,0.113,0.259,-69
06 Aug 2012 10:30 AM,-78,0.113,0.259,-70
06 Aug 2012 11:00 AM,-79,0.111,0.258,-70
06 Aug 2012 11:30 AM,-80,0.111,0.257,-71
06 Aug 2012 12:00 PM,-80,0.111,0.256,-71
06 Aug 2012 12:30 PM,-81,0.111,0.254,-71
06 Aug 2012 01:00 PM,-80,0.11,0.253,-72
06 Aug 2012 01:30 PM,-81,0.108,0.253,-72
06 Aug 2012 02:00 PM,-82,0.108,0.251,-73
06 Aug 2012 02:30 PM,-82,0.107,0.25,-73
06 Aug 2012 03:00 PM,-82,0.107,0.249,-74
06 Aug 2012 03:30 PM,-83,0.106,0.247,-74
06 Aug 2012 04:00 PM,-84,0.106,0.247,-76
06 Aug 2012 04:30 PM,-85,0.105,0.246,-76
06 Aug 2012 05:00 PM,-86,0.105,0.245,-76
06 Aug 2012 05:30 PM,-86,0.105,0.171,-77
06 Aug 2012 06:00 PM,-87,0.104,0.242,-78
06 Aug 2012 06:30 PM,-87,0.104,0.242,-78
06 Aug 2012 07:00 PM,-88,0.104,0.241,-78
06 Aug 2012 07:30 PM,-88,0.104,0.241,-78
06 Aug 2012 08:00 PM,-88,0.104,0.241,-78
06 Aug 2012 08:30 PM,-89,0.104,0.241,-78
06 Aug 2012 09:00 PM,-89,0.104,0.24,-79
06 Aug 2012 09:30 PM,-89,0.104,0.24,-79
06 Aug 2012 10:00 PM,-90,0.104,0.24,-79
06 Aug 2012 10:30 PM,-90,0.104,0.24,-80
06 Aug 2012 11:00 PM,-90,0.104,0.24,-80
06 Aug 2012 11:30 PM,-90,0.104,0.24,-80
07 Aug 2012 12:00 AM,-90,0.104,0.24,-80
07 Aug 2012 12:30 AM,-90,0.104,0.24,-80
07 Aug 2012 01:00 AM,-90,0.104,0.24,-80
07 Aug 2012 01:30 AM,-91,0.104,0.239,-80
07 Aug 2012 02:00 AM,-92,0.104,0.239,-80
07 Aug 2012 02:30 AM,-91,0.104,0.239,-81
07 Aug 2012 03:00 AM,-91,0.104,0.239,-80
07 Aug 2012 03:30 AM,-92,0.104,0.239,-81
07 Aug 2012 04:00 AM,-92,0.104,0.239,-82
07 Aug 2012 04:30 AM,-91,0.104,0.239,-82
07 Aug 2012 05:00 AM,-92,0.104,0.239,-81
07 Aug 2012 05:30 AM,-93,0.104,0.239,-82
07 Aug 2012 06:00 AM,-93,0.104,0.239,-82
07 Aug 2012 06:30 AM,-92,0.104,0.239,-82
07 Aug 2012 07:00 AM,-93,0.104,0.238,-82
07 Aug 2012 07:30 AM,-93,0.104,0.238,-82
07 Aug 2012 08:00 AM,-93,0.104,0.238,-83
07 Aug 2012 08:30 AM,-93,0.103,0.238,-83
07 Aug 2012 09:00 AM,-93,0.103,0.237,-83
07 Aug 2012 09:30 AM,-93,0.103,0.237,-84
07 Aug 2012 10:00 AM,-93,0.102,0.236,-84
07 Aug 2012 10:30 AM,-94,0.101,0.236,-84
07 Aug 2012 11:00 AM,-94,0.101,0.234,-85
07 Aug 2012 11:30 AM,-95,0.101,0.234,-85
07 Aug 2012 12:00 PM,-96,0.1,0.233,-86
07 Aug 2012 12:30 PM,-96,0.1,0.232,-86
07 Aug 2012 01:00 PM,-96,0.098,0.23,-87
07 Aug 2012 01:30 PM,-97,0.098,0.23,-88
07 Aug 2012 02:00 PM,-98,0.097,0.229,-88
07 Aug 2012 02:30 PM,-99,0.097,0.227,-89
07 Aug 2012 03:00 PM,-99,0.096,0.227,-90
07 Aug 2012 03:30 PM,-100,0.096,0.226,-90
07 Aug 2012 04:00 PM,-101,0.096,0.225,-92
07 Aug 2012 04:30 PM,-103,0.095,0.224,-93
07 Aug 2012 05:00 PM,-103,0.094,0.223,-94
07 Aug 2012 05:30 PM,-105,0.094,0.222,-96
07 Aug 2012 06:00 PM,-106,0.094,0.221,-96
07 Aug 2012 06:30 PM,-106,0.094,0.22,-97
07 Aug 2012 07:00 PM,-107,0.094,0.22,-97
07 Aug 2012 07:30 PM,-108,0.094,0.219,-98
07 Aug 2012 08:00 PM,-108,0.094,0.219,-99
07 Aug 2012 08:30 PM,-109,0.094,0.219,-100
07 Aug 2012 09:00 PM,-110,0.094,0.219,-100
07 Aug 2012 09:30 PM,-110,0.094,0.219,-100
07 Aug 2012 10:00 PM,-111,0.094,0.219,-100
07 Aug 2012 10:30 PM,-110,0.094,0.218,-101
07 Aug 2012 11:00 PM,-111,0.094,0.218,-101
07 Aug 2012 11:30 PM,-111,0.094,0.218,-101
08 Aug 2012 12:00 AM,-111,0.094,0.218,-102
08 Aug 2012 12:30 AM,-111,0.094,0.217,-102
08 Aug 2012 01:00 AM,-112,0.094,0.217,-102
08 Aug 2012 01:30 AM,-112,0.094,0.217,-103
08 Aug 2012 02:00 AM,-112,0.094,0.217,-103
08 Aug 2012 02:30 AM,-112,0.094,0.217,-103
08 Aug 2012 03:00 AM,-112,0.094,0.217,-104
08 Aug 2012 03:30 AM,-112,0.094,0.217,-104
08 Aug 2012 04:00 AM,-112,0.094,0.216,-104
08 Aug 2012 04:30 AM,-113,0.094,0.216,-104
08 Aug 2012 05:00 AM,-113,0.094,0.216,-104
08 Aug 2012 05:30 AM,-113,0.094,0.216,-105
08 Aug 2012 06:00 AM,-113,0.094,0.216,-105
08 Aug 2012 06:30 AM,-113,0.094,0.216,-105
08 Aug 2012 07:00 AM,-114,0.094,0.215,-105
08 Aug 2012 07:30 AM,-114,0.094,0.215,-106
08 Aug 2012 08:00 AM,-113,0.094,0.215,-105
08 Aug 2012 08:30 AM,-114,0.094,0.215,-106
08 Aug 2012 09:00 AM,-114,0.094,0.214,-107
08 Aug 2012 09:30 AM,-114,0.094,0.214,-107
08 Aug 2012 10:00 AM,-114,0.094,0.213,-108
08 Aug 2012 10:30 AM,-115,0.093,0.213,-108
08 Aug 2012 11:00 AM,-116,0.093,0.213,-109
08 Aug 2012 11:30 AM,-116,0.092,0.213,-110
08 Aug 2012 12:00 PM,-117,0.092,0.211,-111
08 Aug 2012 12:30 PM,-116,0.091,0.21,-111
08 Aug 2012 01:00 PM,-118,0.091,0.21,-112
08 Aug 2012 01:30 PM,-117,0.09,0.209,-113
08 Aug 2012 02:00 PM,-118,0.09,0.208,-114
08 Aug 2012 02:30 PM,-120,0.09,0.207,-115
08 Aug 2012 03:00 PM,-121,0.089,0.207,-116
08 Aug 2012 03:30 PM,-124,0.089,0.206,-117
08 Aug 2012 04:00 PM,-125,0.089,0.206,-119
08 Aug 2012 04:30 PM,-125,0.089,0.205,-120
08 Aug 2012 05:00 PM,-126,0.089,0.203,-122
08 Aug 2012 05:30 PM,-126,0.089,0.203,-124
08 Aug 2012 06:00 PM,-128,0.088,0.202,-125
08 Aug 2012 06:30 PM,-131,0.088,0.202,-127
08 Aug 2012 07:00 PM,-131,0.088,0.201,-128
08 Aug 2012 07:30 PM,-132,0.088,0.2,-130
08 Aug 2012 08:00 PM,-132,0.088,0.2,-130
08 Aug 2012 08:30 PM,-133,0.088,0.2,-131
08 Aug 2012 09:00 PM,-133,0.088,0.2,-132
08 Aug 2012 09:30 PM,-135,0.088,0.2,-132
08 Aug 2012 10:00 PM,-135,0.088,0.2,-133
08 Aug 2012 10:30 PM,-136,0.088,0.199,-132
08 Aug 2012 11:00 PM,-135,0.088,0.199,-133
08 Aug 2012 11:30 PM,-135,0.088,0.199,-133
09 Aug 2012 12:00 AM,-135,0.088,0.198,-135
09 Aug 2012 12:30 AM,-136,0.088,0.198,-135
09 Aug 2012 01:00 AM,-137,0.088,0.198,-136
09 Aug 2012 01:30 AM,-136,0.088,0.198,-135
09 Aug 2012 02:00 AM,-136,0.088,0.198,-136
09 Aug 2012 02:30 AM,-136,0.088,0.198,-137
09 Aug 2012 03:00 AM,-137,0.088,0.198,-136
09 Aug 2012 03:30 AM,-137,0.088,0.198,-137
09 Aug 2012 04:00 AM,-137,0.088,0.198,-137
09 Aug 2012 04:30 AM,-138,0.088,0.198,-138
09 Aug 2012 05:00 AM,-138,0.088,0.198,-138
09 Aug 2012 05:30 AM,-138,0.088,0.198,-139
09 Aug 2012 06:00 AM,-138,0.088,0.197,-138
09 Aug 2012 06:30 AM,-137,0.088,0.198,-140
09 Aug 2012 07:00 AM,-138,0.088,0.197,-140
09 Aug 2012 07:30 AM,-137,0.088,0.198,-139
09 Aug 2012 08:00 AM,-138,0.087,0.198,-140
09 Aug 2012 08:30 AM,-139,0.087,0.198,-142
09 Aug 2012 09:00 AM,-138,0.087,0.197,-140
09 Aug 2012 09:30 AM,-139,0.087,0.196,-142
09 Aug 2012 10:00 AM,-139,0.087,0.196,-143
09 Aug 2012 10:30 AM,-140,0.086,0.196,-144
09 Aug 2012 11:00 AM,-142,0.086,0.196,-144
09 Aug 2012 11:30 AM,-143,0.085,0.194,-145
09 Aug 2012 12:00 PM,-143,0.085,0.193,-147
09 Aug 2012 12:30 PM,-145,0.085,0.192,-148
09 Aug 2012 01:00 PM,-147,0.084,0.191,-149
09 Aug 2012 01:30 PM,-148,0.084,0.191,-151
09 Aug 2012 02:00 PM,-148,0.084,0.19,-152
09 Aug 2012 02:30 PM,-151,0.083,0.189,-153
09 Aug 2012 03:00 PM,-151,0.083,0.188,-155
09 Aug 2012 03:30 PM,-152,0.083,0.187,-156
09 Aug 2012 04:00 PM,-155,0.083,0.186,-159
09 Aug 2012 04:30 PM,-156,0.083,0.186,-162
09 Aug 2012 05:00 PM,-157,0.083,0.185,-163
09 Aug 2012 05:30 PM,-160,0.083,0.185,-164
09 Aug 2012 06:00 PM,-162,0.083,0.184,-166
09 Aug 2012 06:30 PM,-162,0.083,0.183,-169
09 Aug 2012 07:00 PM,-162,0.083,0.183,-170
09 Aug 2012 07:30 PM,-166,0.082,0.182,-172
09 Aug 2012 08:00 PM,-166,0.082,0.182,-173
09 Aug 2012 08:30 PM,-166,0.082,0.182,-175
09 Aug 2012 09:00 PM,-166,0.082,0.182,-178
09 Aug 2012 09:30 PM,-167,0.082,0.182,-178
09 Aug 2012 10:00 PM,-167,0.082,0.182,-180
09 Aug 2012 10:30 PM,-167,0.082,0.182,-178
09 Aug 2012 11:00 PM,-167,0.082,0.182,-181
09 Aug 2012 11:30 PM,-169,0.082,0.182,-180
10 Aug 2012 12:00 AM,-167,0.082,0.182,-181
10 Aug 2012 12:30 AM,-167,0.082,0.182,-181
10 Aug 2012 01:00 AM,-169,0.082,0.182,-181
10 Aug 2012 01:30 AM,-169,0.081,0.182,-183
10 Aug 2012 02:00 AM,-167,0.081,0.182,-183
10 Aug 2012 02:30 AM,-169,0.081,0.182,-185
10 Aug 2012 03:00 AM,-170,0.081,0.182,-185
10 Aug 2012 03:30 AM,-170,0.081,0.182,-185
10 Aug 2012 04:00 AM,-170,0.081,0.182,-186
10 Aug 2012 04:30 AM,-170,0.081,0.182,-186
10 Aug 2012 05:00 AM,-170,0.081,0.182,-186
10 Aug 2012 05:30 AM,-170,0.081,0.182,-188
10 Aug 2012 06:00 AM,-172,0.081,0.182,-188
10 Aug 2012 06:30 AM,-172,0.081,0.183,-190
10 Aug 2012 07:00 AM,-172,0.081,0.183,-188
10 Aug 2012 07:30 AM,-172,0.081,0.183,-192
10 Aug 2012 08:00 AM,-172,0.081,0.183,-190
10 Aug 2012 08:30 AM,-172,0.081,0.182,-190
10 Aug 2012 09:00 AM,-172,0.081,0.182,-192
10 Aug 2012 09:30 AM,-172,0.081,0.182,-192
10 Aug 2012 10:00 AM,-173,0.081,0.181,-190
10 Aug 2012 10:30 AM,-173,0.081,0.18,-192
10 Aug 2012 11:00 AM,-175,0.08,0.18,-193
10 Aug 2012 11:30 AM,-177,0.08,0.179,-193
10 Aug 2012 12:00 PM,-178,0.08,0.179,-195
10 Aug 2012 12:30 PM,-178,0.08,0.177,-195
10 Aug 2012 01:00 PM,-180,0.079,0.177,-197
10 Aug 2012 01:30 PM,-183,0.079,0.176,-197
10 Aug 2012 02:00 PM,-185,0.078,0.175,-197
10 Aug 2012 02:30 PM,-185,0.078,0.174,-199
10 Aug 2012 03:00 PM,-186,0.078,0.174,-201
10 Aug 2012 03:30 PM,-188,0.078,0.174,-202
10 Aug 2012 04:00 PM,-188,0.078,0.173,-202
10 Aug 2012 04:30 PM,-190,0.078,0.172,-204
10 Aug 2012 05:00 PM,-192,0.077,0.171,-206
10 Aug 2012 05:30 PM,-195,0.077,0.17,-208
10 Aug 2012 06:00 PM,-197,0.077,0.17,-210
10 Aug 2012 06:30 PM,-197,0.077,0.169,-210
10 Aug 2012 07:00 PM,-199,0.077,0.168,-214
10 Aug 2012 07:30 PM,-201,0.077,0.168,-214
10 Aug 2012 08:00 PM,-202,0.077,0.168,-214
10 Aug 2012 08:30 PM,-202,0.077,0.167,-216
10 Aug 2012 09:00 PM,-204,0.077,0.167,-216
10 Aug 2012 09:30 PM,-206,0.077,0.167,-218
10 Aug 2012 10:00 PM,-206,0.077,0.167,-218
10 Aug 2012 10:30 PM,-208,0.077,0.167,-220
10 Aug 2012 11:00 PM,-208,0.077,0.167,-220
10 Aug 2012 11:30 PM,-210,0.077,0.167,-222
11 Aug 2012 12:00 AM,-210,0.077,0.167,-224
11 Aug 2012 12:30 AM,-210,0.077,0.167,-224
11 Aug 2012 01:00 AM,-212,0.077,0.167,-224
